10121	1
15434	2
15435	1
3290	4
10880	4
5061	4
1519	4
6326	4
13663	4
14169	4
760	5
7338	5
254	5
12651	5
9109	6
14675	7
1013	7
9362	7
2025	7
15940	7
15687	7
13410	7
2784	7
14928	7
13916	7
5820	7
8603	7
1	7
7844	8
4808	8
2278	8
10627	8
14422	8
1772	8
12904	8
10374	8
1266	8
5567	8
9868	8
8097	8
6073	8
11386	8
9615	8
507	8
7591	8
6832	8
15181	8
12145	8
3796	8
4302	8
11639	8
7085	8
15941	1
3543	8
2531	8
3037	8
4555	8
11892	8
11133	8
8856	8
8350	8
6579	8
13157	8
5314	8
10122	7
1014	2
15436	5
10881	5
4049	10
12398	10
3291	6
8098	2
5062	7
1520	7
761	7
14170	7
6327	7
13664	7
12652	6
7339	7
255	7
2785	4
8604	4
13917	5
9110	7
9616	5
13411	6
2026	6
4556	5
15688	6
10628	6
14676	7
9363	7
14929	7
2	7
4809	7
14423	7
6833	7
5821	8
6074	7
508	7
8351	7
1267	8
7086	7
7845	8
10375	8
3544	7
11387	8
11134	7
5063	4
2279	8
3797	8
1773	8
2532	7
11893	7
9869	8
13158	7
4303	8
14171	4
15182	8
11640	8
12905	8
8857	8
15942	8
12146	8
10123	8
4050	6
3038	8
15437	7
5315	8
1015	8
10882	7
12399	6
3292	7
1521	6
8099	6
256	5
509	2
6328	6
13665	6
7592	10
762	6
6580	10
12653	6
7340	6
5568	11
8605	6
2786	7
13918	7
9111	7
13412	7
4557	7
2027	7
6075	5
9617	7
10629	7
14677	7
9112	0
7846	5
15689	7
9364	7
14930	6
3	6
4810	7
14424	7
8352	6
7087	6
11388	6
11135	7
5064	7
5822	8
7088	0
3798	7
4051	7
6581	5
6834	8
10376	8
763	5
2533	8
1268	8
3545	8
11641	7
11894	8
2280	8
15183	8
10124	7
13159	8
4304	8
1774	8
12906	8
12147	8
8100	7
15943	8
3039	8
14172	8
8858	8
9870	9
12400	8
3293	8
10883	8
15438	8
6329	7
1522	8
7593	7
2787	6
1016	8
5316	8
15690	4
257	7
12654	7
13666	7
7341	7
4305	1
510	7
5569	7
8606	7
13919	7
1269	2
13413	7
6076	7
9618	7
9113	7
7847	7
2028	7
10630	7
4558	7
14678	7
9365	7
4811	7
4	7
14931	8
14425	7
9366	1
3546	5
2281	5
8353	7
11389	7
11136	6
5065	7
5823	7
7089	7
4052	7
6835	7
6582	7
7342	5
12655	6
2534	7
3799	8
10125	7
10377	7
764	7
15184	7
2282	2
11895	8
1775	7
11642	8
14173	7
15944	7
12148	8
8859	7
12401	7
3040	8
13160	8
9871	8
10884	8
12907	8
8101	8
1523	8
3294	8
6330	8
5317	8
258	8
15439	8
15691	8
4812	4
4306	8
7594	8
1017	8
13667	8
8607	7
5	5
5570	7
511	8
13920	7
10378	2
1270	7
9619	7
6077	7
2029	7
9367	5
9114	7
13414	7
14679	7
4559	7
7848	7
12402	3
10631	7
14932	7
2788	11
6836	5
6583	5
3547	7
14426	7
765	5
11137	7
11390	7
5066	7
8354	8
7090	7
5824	7
4053	7
7343	7
6584	2
10126	7
2535	7
259	5
15185	7
1018	5
3800	7
15692	5
6	5
12656	8
14174	7
2283	8
15945	7
1776	8
11643	8
3041	7
11896	8
13161	7
3295	7
5825	2
8860	8
12908	7
5318	7
12149	8
9872	7
10885	8
6331	7
4813	7
13668	7
260	2
8102	8
7595	8
5571	8
15440	8
512	8
8608	8
4307	8
10379	8
13921	8
1271	8
9620	8
9115	7
2030	7
6078	8
13415	7
10632	7
4560	7
14680	8
2789	7
9368	8
7849	8
1524	10
10127	5
3548	7
14427	7
12403	8
6837	7
766	7
14933	8
11138	7
11391	7
8355	7
7091	8
11897	5
4054	8
2536	7
6585	7
7344	8
12909	5
5067	9
15693	7
15186	7
261	5
14175	7
12657	7
7	8
11644	7
1777	7
15946	7
2284	7
13162	7
3042	7
3296	7
12150	7
10886	7
4814	7
6332	7
8861	8
5826	8
5319	8
13669	7
1019	10
9873	8
3801	10
8609	7
5572	7
8103	8
9621	7
4308	8
15441	8
1272	8
13922	8
513	8
7596	9
2031	8
13416	7
9116	8
14681	7
2790	7
10380	8
10128	7
6079	8
1525	7
4561	8
7850	7
10633	8
9369	8
11139	7
12404	8
3549	8
1020	2
6838	8
15187	5
767	8
14934	8
7092	6
8356	7
14428	8
11392	7
11898	7
2537	7
7345	7
4055	7
12910	7
6333	6
5068	8
4056	1
262	8
6586	8
15694	8
11393	2
15442	5
6334	1
12658	8
3043	8
14176	8
13163	8
8	8
2285	8
15947	8
1778	8
3297	8
11645	8
15443	0
5320	7
12151	8
10887	8
8862	7
4815	8
4562	5
5827	8
9874	7
8610	8
13670	8
9622	8
8104	8
3802	9
5573	9
1273	8
514	8
4309	8
6080	8
7597	8
14682	8
2032	8
2791	8
10381	8
10634	8
13923	9
7851	8
768	7
10129	9
9117	9
6839	8
12405	8
14429	8
3550	8
7093	8
11140	8
8357	8
1021	8
9370	9
15188	8
8105	2
14935	8
7346	7
11899	8
2538	8
1526	10
2286	5
15948	5
12911	8
4057	7
5069	7
13417	11
15695	7
6587	8
263	8
8611	5
11646	7
11394	8
9	7
12659	8
3044	8
6335	8
3298	7
4310	5
15444	8
14177	8
1779	8
3803	6
4563	8
12152	8
9875	8
5321	8
5828	8
8863	8
4816	8
9623	7
9118	5
10888	9
6840	5
13671	8
5574	7
13164	10
1274	8
11900	5
1022	6
12912	5
515	8
6081	8
2792	7
14683	8
10130	7
10382	8
2033	8
769	8
10635	8
7598	8
7852	8
13924	8
14430	8
7094	8
12406	8
9371	8
3551	8
11141	8
8358	8
7347	8
15189	8
1527	8
14936	8
5070	8
2539	8
2287	8
4058	8
8864	5
13418	8
6588	7
9119	5
264	7
10	7
11647	7
15696	8
11395	7
8106	10
3299	7
5575	5
4311	7
3045	7
12660	8
15445	7
8612	8
14178	7
6336	8
4564	7
5829	7
9876	8
15949	11
3804	8
4817	7
10131	5
9624	7
1780	8
12153	8
5322	8
13419	2
6841	7
10889	8
2034	5
7599	5
12407	5
13672	8
13165	8
1275	8
11901	8
12913	7
6082	7
516	8
2793	8
14684	8
1023	8
770	7
13925	7
10636	8
2288	6
7095	8
14431	8
7853	8
6842	2
10383	8
15697	5
9120	5
9372	8
14685	1
7348	8
15698	0
1528	8
15190	8
3552	8
11142	8
4059	7
14937	8
8359	9
8865	7
10132	5
2540	8
6589	7
5071	8
5323	5
11	7
265	8
11396	8
11648	8
3300	7
2035	5
5324	0
8613	7
4312	8
7600	5
8107	8
15446	8
12661	8
14179	8
4565	8
517	5
15950	8
5830	8
3805	8
3046	9
2794	5
9625	8
12154	8
9877	8
1781	8
13420	8
4818	8
12408	7
10890	8
12914	7
13673	7
1276	7
11902	7
6337	10
13166	8
5576	11
1024	7
6083	8
771	7
10637	7
13926	7
14432	7
7854	7
2289	8
10133	5
9121	7
10384	8
6843	8
7096	8
14686	7
9373	7
5325	5
7601	5
15699	7
14938	7
13167	2
1529	8
15191	8
7349	8
3553	8
4060	8
11143	8
8360	8
8866	8
5831	5
6590	8
15951	6
13421	5
5072	8
12	8
11397	8
11649	8
2541	9
266	8
12915	5
3301	9
2036	9
15447	8
8108	8
1530	3
4313	8
14180	8
8614	9
12662	8
518	8
3806	8
4566	8
9626	8
3047	8
12155	8
2795	8
9878	8
10891	7
4819	8
12409	8
13674	7
10134	5
1277	7
5577	7
1782	9
6338	8
11903	8
8615	2
1025	8
13927	8
8867	5
6084	8
772	8
15952	5
7855	8
5832	5
2290	8
14433	8
14687	7
10638	8
6844	8
10385	8
7097	8
5326	7
11398	5
15700	7
11650	5
2542	5
9374	8
15192	8
7350	8
13168	8
7602	8
14939	8
3554	8
8361	8
4061	8
11144	8
13422	7
5833	2
6591	8
9122	10
5073	7
13	7
5327	2
12916	7
267	7
2037	7
14181	7
11904	5
6339	5
15448	7
3302	7
8109	7
519	7
1531	7
4567	7
3807	7
12663	7
9627	7
2796	7
4820	7
15449	0
3048	7
9879	7
13675	7
2291	5
10135	7
10386	5
10892	8
12156	8
1278	8
12410	8
1783	7
5578	7
13169	4
4314	10
8616	7
14940	4
7856	7
15953	7
8868	7
6085	7
13928	8
14434	7
14688	7
773	8
11651	7
9375	7
6845	7
5328	5
10639	8
15193	7
2543	7
15701	7
7098	7
11399	7
7603	7
7351	7
3555	7
13423	6
1026	10
4062	7
11145	7
5834	7
6592	7
8362	7
9123	7
5074	7
14	7
12917	7
268	7
10640	2
11905	7
2038	7
3303	7
14182	7
4568	7
6340	7
3808	7
12664	7
8110	8
